"id","text","date","truthRating","ratingName","author","headline","named_entities_claim","named_entities_article","keywords","source","sourceURL","link","language"
"http://data.gesis.org/claimskg/claim_review/d3478edf-ee1e-541b-a112-6efc54d783ed","'Grateful insurance company executives and their lobbyists' from Bermuda gave McCain $50,000.",2008-09-23,3,"TRUE","Barack Obama","McCain did get money from Bermuda-connected sources","Accenture,Barack Obama,Bermuda,Federal Election Commission,John McCain,U.S. State,U.S. State Department,attack ad,political action committee,quid pro quo,s more","Bermuda","Taxes","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/sep/24/barack-obama/mccain-did-get-money-from-bermuda-connected-source/","English"
"http://data.gesis.org/claimskg/claim_review/4cd68f7f-c3cd-5193-96bb-da22ad199ccb","'I have disagreed strongly with the Bush administration on this issue' of global warming.",2008-10-07,3,"TRUE","John McCain","McCain proud to have parted ways with Bush","9/11 attacks,Climate Stewardship Act,John McCain,Pew Center on Global Climate Change,White House,global warming,greenhouse gas","global warming","Environment","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/oct/07/john-mccain/mccain-proud-to-have-parted-ways-with-bush/","English"
"http://data.gesis.org/claimskg/claim_review/07fe53bd-0d6c-57f7-8b9e-6b9d713639e0","McCain 'hired some of the biggest lobbyists in Washington to run his campaign.'",2008-05-21,3,"TRUE","Barack Obama","They were hired","AT&T,BKSH & Associates,Barack Obama,Brian Rogers,Charlie Black,John McCain,Kingdom of Saudi Arabia,Loeffler Group,National Association of Broadcasters,Pharmaceutical Research and Manufacturers of America,PolitiFact,Port of Houston,Republican,Rick Davis,Saudi Arabia,Southwest Airlines,Thomas Loeffler,Toyota,Tucker Bounds,campaign finance reform,lobbyist","","Elections,Ethics","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/may/23/barack-obama/they-were-hired/","English"
"http://data.gesis.org/claimskg/claim_review/73e81342-f083-53a5-9dca-a243d6b9c233","John McCain will keep the estate tax at 0 percent, the same as it is now.",2008-07-23,1,"FALSE","Chain email","Larger estates will be taxed, just like now","Barack Obama,George W. Bush,John McCain,chain e-mail,inheritance tax","John McCain","Taxes","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/aug/04/chain-email/larger-estates-will-be-taxed-just-like-now/","English"
"http://data.gesis.org/claimskg/claim_review/5e81cf5b-a900-5165-9bd9-5043db971a56","'The Alternative Minimum Tax...was created by Congress in 1969 to affect 155 wealthy Americans. Because it was never indexed for inflation, those original 155 taxpayers has increased to affect about 3.5-million in 2006.'",2007-09-05,3,"TRUE","Rudy Giuliani","Adding up the AMT","Congressional Research Service,Joseph W. Barr,Tax Reform Act of 1969,alternative minimum tax,income tax","Alternative Minimum Tax","Taxes","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/nov/01/rudy-giuliani/adding-up-the-amt/","English"
"http://data.gesis.org/claimskg/claim_review/3bbffa76-eeed-595d-9a61-eef1b40b51b1","The United States is 'seeing greater income inequality now than any time since the 1920s.'",2008-04-16,3,"TRUE","Barack Obama","Income inequality is on the rise","Barack Obama,Emmanuel Saez,Hillary Clinton,Thomas Piketty,economic inequality","","Economy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/apr/16/barack-obama/income-inequality-is-on-the-rise/","English"
"http://data.gesis.org/claimskg/claim_review/3c6902a2-7509-5092-bc21-cf732d676972","'John McCain's top foreign policy adviser lobbied for... the Republic of Georgia, and McCain has mirrored the position advocated by the government.'",2008-08-09,3,"TRUE","Barack Obama","McCain's on Georgia's side (so is Obama)","ANew,Barack Obama,Bob Dole,Foreign Agents Registration Act,Georgia,Georgian,Hari Sevugan,John McCain,Kentucky,Mike Mitchell,Mikheil Saakashvili,Mitch McConnell,NATO,North Atlantic Treaty Organization,Orion Strategies,Randy Scheunemann,Russia,South Ossetia,Trent Lott,Vladimir Putin","John McCain","Foreign Policy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/aug/13/barack-obama/mccains-on-georgias-side-so-is-obama/","English"
"http://data.gesis.org/claimskg/claim_review/ee2c8464-3f77-5fde-84ef-dd0d211823fd","Poor people go to a 'payday lender...and they pay 300, 400, 500 percent interest.'",2007-08-29,3,"TRUE","John Edwards","On the money about loans","Americus, Georgia,Center for Responsible Lending,Congressional Research Service,Consumer Federation of America,John Edwards,Payday Lenders,Payday Lending,Payday loans,Schloemer,Usury,annual percentage rate,check cashers,interest rate,payday lender,payday lending,payday loans,personal check","payday lender","Poverty","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/sep/13/john-edwards/on-the-money-about-loans/","English"
"http://data.gesis.org/claimskg/claim_review/cef7ce27-256f-58cd-aaaa-1d2837350cda","Obama's one education accomplishment was 'legislation to teach 'comprehensive sex education' to kindergartners.'",2008-09-09,1,"FALSE","John McCain","An absurd claim about a bill that never passed","Alan Keyes,Barack Obama,Carol Ronen,Illinois General Assembly,John McCain,Ronen,comprehensive sex education,sex ed,sex education,where do babies come from","comprehensive sex education","Education","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/sep/11/john-mccain/an-absurd-claim-about-a-bill-that-never-passed/","English"
"http://data.gesis.org/claimskg/claim_review/61f46a62-aef2-5415-99a1-462f25e7dea7","Says former Clinton budget director Alice Rivlin said the stimulus bill 'won't actually stimulate the economy.'",2009-02-23,1,"FALSE","Mark Sanford","Sanford incorrectly describes Rivlin comment on stimulus bill","Alice Rivlin,Annie Hall,Clinton administration,Mark Sanford,Marshall McLuhan,Martin Feldstein,Republican,Washington Post,Woody Allen,a man,economic stimulus bill,to show","Alice Rivlin","Federal Budget,Stimulus","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/feb/25/mark-sanford/sanford-incorrectly-describes-rivlin-comment-stimu/","English"
"http://data.gesis.org/claimskg/claim_review/1a93bbcf-3c28-5be4-b784-9aff1b7cdba9","McCain tells of a fellow Vietnam POW who was beaten for fashioning an American flag that became an inspirational symbol to fellow POWs.",2008-05-18,3,"TRUE","Chain email","Fellow POW backs up McCain's story","Achain,Barack Obama,Faith of My Fathers,Hanoi Hilton,John McCain,Leo K. Thorsness,Medal of Honor,Mike Christian,Pledge of Allegiance,PolitiFact,Vietnam,Vietnam War,at me,chain e-mail,flag amendment,prisoner of war,the chain,then you,time you,used blue","Vietnam","Patriotism","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jul/02/chain-email/fellow-pow-backs-up-mccains-story/","English"
"http://data.gesis.org/claimskg/claim_review/bd36055c-3935-54e2-9185-e3503a46367d","'We're building a nearly $40-billion natural gas pipeline, which is North America's largest and most expensive infrastructure project ever.'",2008-10-02,1,"FALSE","Sarah Palin","Palin exaggerates status, cost of pipeline","Alaska,Drill, baby, drill,Sarah Palin,Trans-Alaska Pipeline System,TransCanada Corp,green natural gas,natural gas,the price","natural gas","Energy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/oct/03/sarah-palin/palin-exaggerates-status-cost-of-pipeline/","English"
"http://data.gesis.org/claimskg/claim_review/6706d6c1-a6eb-5ef5-8237-9d18f6b6670f","'(My dad) used to campaign against the gas-guzzling dinosaurs.'",2008-01-14,3,"TRUE","Mitt Romney","Dad was a dinosaur hunter","American Motors,Detroit's Big Three,George Romney,Mitt Romney,Republican,compact car,dinosaur","","Energy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jan/15/mitt-romney/dad-was-a-dinosaur-hunter/","English"
"http://data.gesis.org/claimskg/claim_review/76f1a4fb-80bb-5d08-bf7d-5ad5e1ee8dbd","'John McCain voted against establishing a national holiday in honor of Dr. Martin Luther King, Jr.'",2008-04-05,3,"TRUE","MoveOn.org","McCain changed position on MLK Day","110th Congress,American Civil Liberties Union,Barack Obama,CNN Headline News,Dr. Martin Luther King Jr,Hillary Clinton,John McCain,King. I,Leadership Conference on Civil Rights,Martin Luther King Jr,MoveOn,MoveOn.org,Politico","Dr. Martin Luther King, Jr,John McCain,Martin Luther King, Jr","Civil Rights","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/apr/08/moveon/mccain-changed-position-on-mlk-day/","English"
"http://data.gesis.org/claimskg/claim_review/78d22a02-3055-5422-bd2a-5dc0b6dcfe6f","'I think we came down here (to Florida) one time ... but we weren't actively fundraising here.'",2008-05-22,1,"FALSE","Barack Obama","Maybe not a lot, but Obama held fundraisers","Barack Obama,Bird Key,Coral Gables,David and Lisa,Kirk Wagar,Michelle Obama,Puerto Rico,St. Petersburg,but not","","Ethics","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/may/30/barack-obama/maybe-not-a-lot-but-obama-held-fundraisers/","English"
"http://data.gesis.org/claimskg/claim_review/27a8a301-3a43-5284-a542-071d0d811dd8","Senate Majority Leader Harry Reid 'said, quote, 'I can't stand John McCain.' '",2008-09-03,3,"TRUE","Sarah Palin","Unreservedly so","Barack Obama,BigThink,BigThink.com,Democrat,Edward M. Kennedy,Harry Reid,Hillary Rodham Clinton,John McCain,Joseph I. Lieberman,Nevada,Republican,Republican National Convention,Russ Feingold,Sarah Palin,U.S. Naval Academy,campaign finance reform,filibuster,global warming,guest worker program,midshipman,the ring","Harry Reid,John McCain","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/sep/04/sarah-palin/unreservedly-so/","English"
"http://data.gesis.org/claimskg/claim_review/e222bee7-3cf6-57e1-b91e-84973dadf99f","The stimulus has '$30 million in there to protect mice in San Francisco.'",2009-02-12,1,"FALSE","Mike Pence","No money in the stimulus for San Francisco mice","Bay Bay,California State Coastal Conservancy,Committee.'Appropriations,Drudge Report,Fox News,Indiana,John Boehner,Mike Pence,NOAA,Nancy Pelosi,National Oceanic and Atmospheric Administration,Obama administration,Republican,Salt Marsh,Salt Marsh Harvest Mouse,Salt Marsh restoration,San Francisco Bay Area,San Francisco Bay area,San Jose Mercury News,Steve King,Steve Ritchie,U.S. Army Corps of Engineers,U.S. House of Representatives,https,marsh mouse,s Mouse,s mouse,salt marsh,salt marsh harvest mouse,storm surge,wetland","","Federal Budget,Stimulus","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/feb/13/mike-pence/no-money-stimulus-san-francisco-mice/","English"
"http://data.gesis.org/claimskg/claim_review/bbb02e89-42f0-5df7-b9cb-6e177de10f04","In Iraq, 'civilian deaths, incidents of bombings, etc., remain very low relative to what was going on last year.'",2009-04-29,3,"TRUE","Barack Obama","Obama correct that civilian deaths and bombings are down in Iraq","Baghdad,Barack Obama,Brookings Institution,George W. Bush,Iraq,Patrick Ryder,PolitiFact,so you","Iraq","Iraq","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/apr/30/barack-obama/obama-correct-civilian-deaths-and-bombings-are-dow/","English"
"http://data.gesis.org/claimskg/claim_review/6c45be5c-8152-5067-a785-701259ed9bbf","Barack Obama 'openly supported (opposition leader) Raila Odinga during his visit to Africa in 2006.'",2008-08-01,1,"FALSE","Jerome R. Corsi","Obama did not take sides in Kenya","Barack Obama,Islam,Jerome R. Corsi,Kenya,Mwai Kibaki,Raila Odinga,South Africa,U.S.-Kenya relations,Uhuru Kenyatta,University of Nairobi,but not,story here,sympathizer","Barack Obama,Raila Odinga","Foreign Policy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/aug/20/jerome-corsi/obama-did-not-take-sides-in-kenya/","English"
"http://data.gesis.org/claimskg/claim_review/dcb79aa4-5447-5dfa-8fab-253d7c2efb8d","'Obama's Ten Point Plan to 'Change' the Second Amendment…Ban use of firearms for home defense.'",2008-08-01,1,"FALSE","National Rifle Association","Yes, and outlaw apple pie as well","Associated Press,Barack Obama,Illinois state senator,NRA,National Rifle Association,Politico.com,Rod Blagojevich,Second Amendment,Wayne LaPierre,gun control,of self,self-defense protection","Second Amendment","Guns","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/sep/23/national-rifle-association/yes-and-outlaw-apple-pie-as-well/","English"
"http://data.gesis.org/claimskg/claim_review/f1ceec6a-3136-5929-9f81-bb299557d42a","Inside the stimulus package 'is anti-Christian legislation that will stop churches from using public schools for meeting on Sundays, as well as Boy Scouts and student Bible study groups.'",2009-05-30,1,"FALSE","Newt Gingrich","Stimulus bill won't change status of Sunday school","ACLU,Americans United for Separation of Church and State,Annie Laurie Gaylor,Barack Obama,Barry Lynn,First Amendment,Freedom from Religion Foundation,Good News Club,Heritage Foundation,Jim DeMint,Newt Gingrich,Robert Alt,https","","Economy,Religion,Stimulus","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/jun/08/newt-gingrich/stimulus-bill-wont-change-status-sunday-school/","English"
"http://data.gesis.org/claimskg/claim_review/0ffa3726-0ffe-527e-83cb-4d9550fdd39a","'The ACLU has filed a suit to have all military cross-shaped headstones removed.'",2009-06-25,1,"FALSE","Chain email","No ACLU lawsuit over cross-shaped headstones","ACLU,American Battle Monuments Commission,American Civil Liberties Union,Buddhist,Christian cross,David, Sole,Muslim crescent,National Cemetery Administration,U.S. Department of Veterans Affairs,Will Matthews,World War I,World War II,atheists,chain e-mail,crescent and star,every avenue,no symbol,pentagram,secular humanists,star of David,stars of David","ACLU","Civil Rights,Legal Issues,Military,Religion","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/jul/02/chain-email/no-aclu-lawsuit-over-cross-shaped-headstones/","English"
"http://data.gesis.org/claimskg/claim_review/c8d2aa70-5f64-5e94-8ad9-bc519c4975a3","'AIG insures the pension trust of the United States Congress!'",2009-03-18,1,"FALSE","Chain email","AIG does not insure the pensions of Congress","AIG,American International Group,Bank of America,Bear Sterns,Citigroup,Civil Service Retirement System,Congressional Research Service,Goldman Sachs,Merrill Lynch,National Taxpayers Union,The chain,U.S. Office of Personnel Management,UNITED STATES CONGRESS,Wachovia,chain e-mail,the chain","AIG,United States Congress","Corporations,Federal Budget,Retirement","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/mar/18/chain-email/aig-does-not-insure-pensions-congress/","English"
"http://data.gesis.org/claimskg/claim_review/bdcd01be-f8ef-5cb6-b6d9-35c960074a39","Birthers have obtained a copy of Obama's Kenyan birth certificate.",2009-08-02,1,"FALSE","Orly Taitz","Alleged Obama birth certificate from Kenya is a hoax","ABC News,Barack Obama,Birthers,Edyvean,Google image search,Hawaii,Joseph Farah,Kenya,Orly Taitz,PolitiFact,Raila Odinga,Republic of Kenya,Republican,Salim Lone,South Australia,Steve Eddy,WorldNetDaily,WorldNetDaily.com,birther,birther movement,birthers,it.'It,president of the United States,s mine,the Internet","Birthers","Candidate Biography,Obama Birth Certificate","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/aug/21/orly-taitz/alleged-obama-birth-certificate-kenya-hoax/","English"
"http://data.gesis.org/claimskg/claim_review/ada30619-9304-550d-8c05-ae0162308505","'You ... said that Barack Obama was not ready to be commander in chief.'",2008-10-02,3,"TRUE","Sarah Palin","Biden's words haunt him","Barack Obama,George Stephanopoulos,Iraq,Joe Biden,Sarah Palin,it.It","Barack Obama","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/oct/02/sarah-palin/bidens-words-haunt-him/","English"
"http://data.gesis.org/claimskg/claim_review/c3847444-42bc-56b1-9cac-ade78f2886d4","The health care reform bill 'would make it mandatory — absolutely require — that every five years people in Medicare have a required counseling session that will tell them how to end their life sooner.'",2009-07-16,1,"FALSE","Betsy McCaughey","McCaughey claims end-of-life counseling will be required for Medicare patients","AARP,Betsy McCaughey,Clinton administration,Fred Thompson,Medicare,Palliative Care,Rush Limbaugh,advance directives,health care proxies,health care proxy,lieutenant governor of New York state,living wills,powers of attorney","Medicare","Health Care","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/jul/23/betsy-mccaughey/mccaughey-claims-end-life-counseling-will-be-requi/","English"
"http://data.gesis.org/claimskg/claim_review/f628aca8-4353-55c9-a53a-87db46454f9a","From Obama's book: 'I found a solace in nursing a pervasive sense of grievance and animosity against my mother's race.'",2008-05-19,1,"FALSE","Chain email","Obama didn't write that","Barack Obama,Dreams from My Father,Hawaii,Holden Caulfield,PolitiFact,Steve Sailer,e-mailer","","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jun/10/chain-email/obama-didnt-write-that/","English"
"http://data.gesis.org/claimskg/claim_review/fc8688d1-6e30-5cb6-a4b6-4617c5196ace","Clinton 'refused repeated requests to meet with the Gold Star Mothers.'",2007-10-17,1,"FALSE","Chain email","She has met with them four times","Hillary Clinton,NewsMax,Shirley Jones","","Military","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/oct/20/chain-email/she-has-met-with-them-four-times/","English"
"http://data.gesis.org/claimskg/claim_review/c1f12754-0951-5d54-ac5f-fcf83e4ff66c","'Sen. Obama's campaign announced that he's choosing his cabinet.'",2008-10-21,1,"FALSE","John McCain","No Cabinet picks yet","ABC News,Barack Obama,Clay Johnson III,Democrat,Gallup,Jim Jones,John F. Lehman,John F. Lehman Jr,John McCain,John Podesta,NATO,Office of Management and Budget,Republican,Richard Lugar,Washington Post,White House,White House Office of Management and Budget","","Elections","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/oct/21/john-mccain/no-cabinet-picks-yet/","English"
"http://data.gesis.org/claimskg/claim_review/8234a746-4702-5487-8127-f80160f4b70a","McCain 'said he was 'stumped' when asked whether contraceptives help stop the spread of HIV.'",2008-08-25,3,"TRUE","Planned Parenthood","This condom speaks the truth","Hillary Rodham Clinton,John McCain,Planned Parenthood,condom,contraception,sex education in the United States","","Health Care","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/aug/26/planned-parenthood/this-condom-speaks-the-truth/","English"
"http://data.gesis.org/claimskg/claim_review/bb24446e-4886-5332-a5c9-fb2b5b5a5aad","Says Obama has flip-flopped on public campaign financing.",2008-07-24,3,"TRUE","Let Freedom Ring","Obama said he'd pursue it, but opted out","2008 election,Barack Obama,Bob Bauer,Cleveland, Ohio,Federal Election Commission,Jill Hazelbaker,John McCain,Republican,Republican National Committee,story.Here","","Ethics","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jul/24/let-freedom-ring/obama-said-hed-pursue-it-but-opted-out/","English"
"http://data.gesis.org/claimskg/claim_review/4c5fea97-fe8e-5507-95fc-5e681e5a4de8","Obama says Clinton in 2002 suggested there was a connection between al-Qaida and the Iraqi government.",2008-03-11,3,"TRUE","Barack Obama","Yes, Clinton used the Bush administration line","Afghanistan,Barack Obama,Dianne Feinstein,Dick Cheney,Don Van Natta Jr,Her Way: The Hopes and Ambitions of Hillary Rodham Clinton,Hillary Clinton,Iraq,Jeff Gerth,Joe Biden,Joseph Lieberman,MSNBC,Meet the Press,Saddam Hussein,pre-emptive war","al-Qaida","Iraq","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/mar/12/barack-obama/yes-clinton-used-the-bush-administration-line/","English"
"http://data.gesis.org/claimskg/claim_review/e789fd2f-f442-52a3-b5ef-5c3358a96d31","'Geithner still didn't correct the same type of error for some years, even after the Internal Revenue Service flagged him for the failure to pay the taxes in other years.'",2009-01-14,3,"TRUE","Competitive Enterprise Institute","Geithner's second crack at squaring taxes","Competitive Enterprise Institute,IMF,IRS,International Monetary Fund,John Berlau,Medicare,Obama transition team,Senate Finance Committee,Social Security,Tax Policy Center,Timothy Geithner,case closed,statute of limitations,the New York Times,think tank","Internal Revenue Service","Economy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/jan/16/competitive-enterprise-institute/geithners-second-crack-squaring-taxes/","English"
"http://data.gesis.org/claimskg/claim_review/5e949466-28e9-5b4e-bba4-5a82c94ec44b","'In eighth grade math, we’ve fallen to ninth place.'",2009-03-10,1,"FALSE","Barack Obama","Eighth graders are in ninth, but showing improvement, not falling","Hungary,Russia,Trends in International Mathematics and Science Study,United States Hispanic Chamber of Commerce,White House,merit pay,red pen","","Education","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/mar/13/barack-obama/8th-graders-are-9th-showing-improvement-not-fallin/","English"
"http://data.gesis.org/claimskg/claim_review/afefa0fe-4177-5511-a24d-b458086b3de9","Obama spent '40 percent of the PAC money, 43 percent to be exact, on Iowa, New Hampshire, Nevada and South Carolina politicians.'",2008-03-16,3,"TRUE","Bill Clinton","42.4 percent by our calculations","Barack Obama,Bill Clinton,Campaign Legal Center,Iowa,Nevada,New Hampshire,Paul Ryan,PolitiFact,South Carolina,U.S. Census Bureau,lobbyist,political action committee,political action committees,so you","Iowa,Nevada,New Hampshire,South Carolina","Ethics","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/mar/27/bill-clinton/424-percent-by-our-calculations/","English"
"http://data.gesis.org/claimskg/claim_review/14bb1a70-0f83-5fd0-a1b7-fe6473c76ebe","Says Obama called Israel 'a constant sore' that infects U.S. foreign policy.",2008-05-12,1,"FALSE","John Boehner","Misquoting Obama's remarks","Barack Obama,Hamas,Israel,Jimmy Carter,John Boehner,Republican,apartheid,political action committee,security interest","Israel","Israel","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/may/13/john-boehner/misquoting-obamas-remarks/","English"
